actor,awards,country,director,genre,language,metascore,plot,poster,rated,released,response,runtime,title,type,writer,year,imdb_id,imdb_votes,rating_imdb,rating_rotten,rating_metacritic
"Nina Kiri, Ry Barrett, Jorja Cadence, Will King",5 wins & 1 nomination.,Canada,Chad Archibald,"Fantasy, Horror, Thriller",English,N/A,"After she's kidnapped, a young woman begins to undergo a strange transformation.",https://m.media-amazon.com/images/M/MV5BY2Y1YjE5YzQtOTVmOS00N2RlLWI0ODktYzRiZmU1OGE2YjA3L2ltYWdlXkEyXkFqcGdeQXVyMjc1NDU5MjU@._V1_SX300.jpg,N/A,01 Nov 2017,True,87 min,The Heretics,movie,"Jayme Laforest, Chad Archibald (story by)",2017,tt6318848,"1,473",4.7/10,,
"Caleb Castille, Rose Reid, Kevin Sizemore, Gregory Alan Williams",N/A,USA,Brian Baugh,Drama,English,N/A,18 year old Lee (a spirited equestrian) and Jordan (an academic and football standout) are at the threshold of building a life together. But their character is tested when racial bias surfaces in their otherwise progressive small town.,https://m.media-amazon.com/images/M/MV5BNzAzZDM3MTgtNDFhZS00OWY5LTk2ZDUtYzk1NDQ5MWFkYjAwXkEyXkFqcGdeQXVyODUwNjMwOQ@@._V1_SX300.jpg,PG,27 Jul 2019,True,108 min,The World We Make,movie,"Brian Baugh (screenplay), Chris Dowling (screenplay), George D. Escobar (screenplay), Rose Reid (story)",2019,tt7643622,486,5.2/10,56%,
"G.V. Prakash Kumar, Samyuktha Hegde, Suman, Raj Arjun",N/A,India,"Doug Coleman, A.L. Vijay",Thriller,Tamil,N/A,"A day before his engagement, a man is threatened by a local goon over a debt which he owes him.",https://m.media-amazon.com/images/M/MV5BNGZhNmU3YzYtYThkNy00NzRhLWJiYjMtY2E3N2ZhNjBjZmI0XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_SX300.jpg,N/A,12 Apr 2019,True,95 min,Watchman,movie,A.L. Vijay,2019,tt9378320,224,5.2/10,,
"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira",Won 3 Oscars. Another 109 wins & 265 nominations.,USA,Ryan Coogler,"Action, Adventure, Sci-Fi","English, Swahili, Nama, Xhosa, Korean",88,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_SX300.jpg,PG-13,16 Feb 2018,True,134 min,Black Panther,movie,"Ryan Coogler, Joe Robert Cole, Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel Comics by)",2018,tt1825683,"611,386",7.3/10,96%,88/100
"Lake Bell, Rory Kinnear, Ken Stott, Harriet Walter",N/A,"UK, France, USA",Ben Palmer,"Comedy, Drama, Romance",English,69,"A single woman takes the place of a stranger's blind date, which leads to her finding the perfect boyfriend.",https://m.media-amazon.com/images/M/MV5BMTUzODcxNDcxMl5BMl5BanBnXkFtZTgwODE1NjM4NTE@._V1_SX300.jpg,R,13 Nov 2015,True,88 min,Man Up,movie,Tess Morris,2015,tt3064298,"48,083",6.8/10,80%,69/100
"Dennis Quaid, Jim Caviezel, Shawn Doyle, Elizabeth Mitchell",Nominated for 1 Golden Globe. Another 2 wins & 7 nominations.,USA,Gregory Hoblit,"Crime, Drama, Mystery, Sci-Fi, Thriller",English,67,"An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.",https://m.media-amazon.com/images/M/MV5BMTI4NTgyOTIxN15BMl5BanBnXkFtZTYwMTUwODY3._V1_SX300.jpg,PG-13,28 Apr 2000,True,118 min,Frequency,movie,Toby Emmerich,2000,tt0186151,"99,845",7.3/10,70%,67/100
Mo Gilligan,N/A,UK,Chris Howe,Comedy,English,N/A,"Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.",https://m.media-amazon.com/images/M/MV5BOTUwMDIzOTEtNTY4YS00MDY4LTg5NDgtYzI4ZmZmOTEyM2RjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,30 Sep 2019,True,64 min,Mo Gilligan: Momentum,movie,Mo Gilligan,2019,tt10847330,302,6.3/10,,
"Adam Conover, Adam Lustick, Emily Axford",1 win & 1 nomination.,USA,N/A,"Animation, Comedy, History, News, Talk-Show",English,N/A,"Iconoclastic Adam Conover from CollegeHumor turns life as we know it on its ear by showing us how unnecessary, and sometimes horrible, things we think we know to be real and true really are.",https://m.media-amazon.com/images/M/MV5BMTEyNzQyNzQyNjJeQTJeQWpwZ15BbWU4MDEwMjIyOTYx._V1_SX300.jpg,TV-14,29 Sep 2015,True,30 min,Adam Ruins Everything,series,N/A,2015–,tt5034326,"6,087",8.0/10,,
"Tara Strong, Paul Eiding, Meagan Moore, Dee Bradley Baker",1 win & 2 nominations.,USA,N/A,"Animation, Action, Adventure, Family, Sci-Fi",English,N/A,"The story of Ben Tennyson, a typical kid who becomes very atypical after he discovers the Omnitrix, a mysterious alien device with the power to transform the wearer into ten different alien species.",https://m.media-amazon.com/images/M/MV5BMGU1MGQ1YTgtZTdkYi00ODI3LWFjMzItYmZkN2IxMmM0M2M4XkEyXkFqcGdeQXVyOTgwMzk1MTA@._V1_SX300.jpg,TV-Y7-FV,27 Dec 2005,True,30 min,Ben 10,series,"Joe Casey, Joe Kelly, Man of Action, Duncan Rouleau, Steven T. Seagle",2005–2008,tt0760437,"12,198",7.2/10,,
"John Pingayak, Ahmaogak Sweeney, John Chase, Ishmael Angalook Hope",1 nomination.,"USA, UK",Ken Kwapis,"Biography, Drama, Family, Romance",English,61,"In small-town Alaska, a news reporter recruits his ex-girlfriend - a Greenpeace volunteer - on a campaign to save a family of gray whales trapped by rapidly forming ice in the Arctic Circle.",https://m.media-amazon.com/images/M/MV5BMjEzNTg5MjA5NV5BMl5BanBnXkFtZTcwNjk0MTk5Ng@@._V1_SX300.jpg,PG,03 Feb 2012,True,107 min,Big Miracle,movie,"Jack Amiel (screenplay), Michael Begler (screenplay), Tom Rose (book)",2012,tt1430615,"18,474",6.5/10,75%,61/100
Christiane Amanpour,1 nomination.,USA,N/A,Documentary,English,N/A,"CNN's award-winning journalist, Christiane Amanpour travels around the world to talk with women about the rules of engagement in relationships and intimacy. In this six-part documentary ...",https://m.media-amazon.com/images/M/MV5BOTI1ZjAyMGQtZmEwOC00ZTYzLThmZTEtZjg3NGFiYzg4MWUwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,17 Mar 2018,True,N/A,Christiane Amanpour: Sex & Love Around the World,series,N/A,2018–,tt8205180,644,7.4/10,,
"H.W. Brands, Chris Connelly, Gil Troy, James Baker III",1 nomination.,USA,N/A,"Documentary, History",English,N/A,"A documentary series focusing on the Reagan presidency, the AIDS crisis, the end of the Cold War, Wall Street corruption, the tech boom, the expansion of television, and the evolving music industry.",https://m.media-amazon.com/images/M/MV5BNTI5MTQ3NTc0MF5BMl5BanBnXkFtZTgwMjE2NDI0ODE@._V1_SX300.jpg,N/A,31 Mar 2016,True,N/A,The Eighties,series,N/A,2016,tt5144776,"1,113",8.3/10,,
"Dan Rather, Gil Troy, Nelson George, Renee Graham",2 nominations.,USA,N/A,Documentary,English,N/A,"A TV documentary miniseries chronicling the trends, pop culture, and important events that took place from 1990 to 1999.",https://m.media-amazon.com/images/M/MV5BZDlhY2JkYzQtMTcwMy00YjljLTk4MmQtYzg5NzUyZGYyYjgzXkEyXkFqcGdeQXVyODQ1NTk5OQ@@._V1_SX300.jpg,N/A,N/A,True,60 min,The Nineties,series,N/A,2017,tt5737432,898,8.2/10,,
"Douglas Brinkley, Chris Connelly, Tim Naftali, Rick Perlstein",Nominated for 1 Primetime Emmy. Another 1 nomination.,USA,N/A,"Documentary, History",English,N/A,"A documentary series focusing on the ongoing Vietnam War, the Watergate scandal, evolving music industry, the Iran Hostage Crisis, the sexual revolution, and the rise of foreign and domestic terrorism.",https://m.media-amazon.com/images/M/MV5BMTYwNzI0NTA4NV5BMl5BanBnXkFtZTgwMzI5MzM5NTE@._V1_SX300.jpg,N/A,11 Jun 2015,True,42 min,The Seventies,series,N/A,2015,tt4491456,"1,174",8.3/10,,
"Eric Edelstein, Demetri Martin, Bobby Moynihan, Keith Ferguson",Nominated for 1 Primetime Emmy. Another 7 wins & 3 nominations.,USA,N/A,"Animation, Adventure, Comedy, Family, Fantasy",English,N/A,Three bear brothers do whatever they can to be a part of human society by doing what everyone around them does.,https://m.media-amazon.com/images/M/MV5BYjQzOTA4N2YtYTlkMS00OTJlLWJiYTEtMDcxNWQ1NTNhYzYxXkEyXkFqcGdeQXVyNjM2NDIwMzQ@._V1_SX300.jpg,TV-Y7,27 Jul 2015,True,30 min,We Bare Bears,series,Daniel Chong,2014–2019,tt4839610,"11,152",7.9/10,,
"Brandon Micheal Hall, Lea Michele, Marcel Spears, Bernard David Jones",1 win & 1 nomination.,USA,N/A,Comedy,English,N/A,A struggling hip-hop artist runs for mayor to promote his mixtape and wins the election.,https://m.media-amazon.com/images/M/MV5BNzA3YjQ2ZmYtMjY0Ni00NWRkLWIwYzgtZThkMWNmZWE4ZTYxXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_SX300.jpg,TV-PG,03 Oct 2017,True,30 min,The Mayor,series,Jeremy Bronson,2017–2018,tt6466972,"1,471",5.5/10,,
N/A,N/A,UK,N/A,History,English,N/A,"The history of Britain's ruling dynasty, the Windsors, over the last 100 years, starting with the time around the outbreak of WWI.",https://m.media-amazon.com/images/M/MV5BMjAzNDBmOGItZmUyYS00Y2Y0LThkMjMtYTk2YTNlYzk2NmExXkEyXkFqcGdeQXVyNTg3OTIzNTk@._V1_SX300.jpg,N/A,22 Feb 2017,True,296 min,The Royal House of Windsor,series,N/A,2017–,tt6596634,821,7.4/10,,
"Amanda Knox, Meredith Kercher, Raffaele Sollecito, Giuliano Mignini",Nominated for 2 Primetime Emmys. Another 6 nominations.,"Denmark, USA","Rod Blackhurst, Brian McGinn","Documentary, Crime","English, Italian",78,American exchange student Amanda Knox is convicted and eventually acquitted for the 2007 death of another student in Italy.,https://m.media-amazon.com/images/M/MV5BNTY5NjE4MTQyNF5BMl5BanBnXkFtZTgwMzg1NjEwMDI@._V1_SX300.jpg,TV-MA,30 Sep 2016,True,92 min,Amanda Knox,movie,"Matthew Hamachek, Brian McGinn",2016,tt5952332,"20,379",6.9/10,82%,78/100
"Johnny Flynn, Antonia Thomas, Daniel Ings, Joshua McGuire",2 nominations.,UK,N/A,Comedy,English,N/A,"After finding out he has an STD, Dylan must get back in touch with every girl he has ever had sex with to let them know the bad news.",https://m.media-amazon.com/images/M/MV5BMzdjNDU5ZTEtNTA3OC00MmZkLTk0MDAtNDM1OTg3Y2NmZGM1XkEyXkFqcGdeQXVyMjA4Njg4OTQ@._V1_SX300.jpg,TV-MA,15 Apr 2015,True,24 min,Lovesick,series,Tom Edge,2014–,tt4051832,"15,046",8.1/10,,
"Scott Adkins, Louis Mandylor, Vladimir Kulich, Tony Todd",N/A,"UK, USA",Jesse V. Johnson,"Action, Comedy",English,N/A,"A classically-trained martial artist goes to work as a mob debt collector. The job seems easy enough, until a client drags him into a situation deeper than could ever be anticipated.",https://m.media-amazon.com/images/M/MV5BNDBmYTcyODQtNWRmNy00NmQ0LWE5NTYtZGQwOTNmZmFiYTBjXkEyXkFqcGdeQXVyNzIzMTc2Mw@@._V1_SX300.jpg,Not Rated,14 Sep 2018,True,95 min,The Debt Collector,movie,"Jesse V. Johnson, Stu Small",2018,tt7448180,"5,119",5.8/10,83%,
"Jo Ann Harris, Peter Brown, Jennifer Lee Pryor, Lisa Moore",N/A,USA,Bob Kelljan,"Crime, Drama, Horror, Thriller",English,N/A,Linda gets raped by a man in a hockey mask. She finds that a few other women have had the same treatment. Together they form a squad that starts looking for the man and also changes the mind of would-be rapists.,https://m.media-amazon.com/images/M/MV5BYjUxMmFjZjItMGM5YS00NGZkLTg2MTMtNDlhZjI4ZmNkZjFjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,R,18 Aug 1974,True,90 min,Act of Vengeance,movie,"David Kidd, H.R. Christian",1974,tt0072067,655,5.5/10,25%,
"Lee Taylor, Jaloo, Erasmo Carlos, Júlio Andrade",3 wins & 7 nominations.,Brazil,Monique Gardenberg,"Drama, Music",Portuguese,N/A,"Marked by losses and mismatches, José's eccentric family seek to be happy while locked in Paraíso Perdido, a nightclub that has stopped in time, where they sing popular romantic music.",https://m.media-amazon.com/images/M/MV5BZDVkOGViM2YtYmQ3Mi00MmJjLWE2ZTQtZGU5MmE3OTc3YzFmXkEyXkFqcGdeQXVyMTk5MTg0MjM@._V1_SX300.jpg,N/A,31 May 2018,True,110 min,Paradise Lost,movie,N/A,2018,tt8513302,486,6.9/10,,
"Carla Gugino, Bruce Greenwood, Chiara Aurelia, Carel Struycken",4 wins & 3 nominations.,USA,Mike Flanagan,"Drama, Horror, Thriller",English,77,"A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.",https://m.media-amazon.com/images/M/MV5BMzg0NGE0N2MtYTg1My00NTBkLWI5NjEtZTgyMDA0MTU4MmIyXkEyXkFqcGdeQXVyMTU2NTcyMg@@._V1_SX300.jpg,TV-MA,29 Sep 2017,True,103 min,Gerald's Game,movie,"Mike Flanagan (screenplay by), Jeff Howard (screenplay by), Stephen King (based on the novel by)",2017,tt3748172,"85,311",6.6/10,91%,77/100
"Charlize Theron, Seth Rogen, June Diane Raphael, O'Shea Jackson Jr.",5 wins & 9 nominations.,"USA, Canada, Colombia",Jonathan Levine,"Comedy, Romance","English, Swedish, French, Vietnamese, Russian, Hebrew",67,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly.",https://m.media-amazon.com/images/M/MV5BMmE4Mzk0OWQtMDI1OS00NDU3LWI2M2YtNzc1MGMxZGI3ZTE1XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,R,03 May 2019,True,125 min,Long Shot,movie,"Dan Sterling (screenplay by), Liz Hannah (screenplay by), Dan Sterling (story by)",2019,tt2139881,"89,189",6.8/10,81%,67/100
"Robert Redford, Jane Fonda, Matthias Schoenaerts, Iain Armitage",1 nomination.,USA,Ritesh Batra,"Drama, Romance",English,69,"Fonda and Redford star as Addie Moore and Louis Waters, a widow and widower who've lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbor.",https://m.media-amazon.com/images/M/MV5BMzU4ODQ5MDc5OV5BMl5BanBnXkFtZTgwMjk4MDM1MzI@._V1_SX300.jpg,TV-14,29 Sep 2017,True,103 min,Our Souls at Night,movie,"Scott Neustadter (screenplay by), Michael H. Weber (screenplay by), Kent Haruf (based on the novel by)",2017,tt5034266,"10,716",6.9/10,88%,69/100
"Erla Bolladóttir, Sævar Ciesiekski, Tryggvi Leifsson, Albert Skaftason",2 nominations.,N/A,Dylan Howitt,"Documentary, Crime",English,N/A,"Iceland, 1976. Six suspects confess to two violent crimes. This is the strangest criminal investigation you've never heard of.",https://m.media-amazon.com/images/M/MV5BNzk4NDUxNzktY2QzMC00MmFmLWFjMGUtNTMxMjdiMGM0MzE0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,01 May 2017,True,85 min,Out of Thin Air,movie,N/A,2017,tt6330514,"1,625",6.3/10,47%,
Alexis Dubus,N/A,UK,N/A,Documentary,English,N/A,Paul Hollywood who is an actor and a baker from Liverpool tries to find out how the most popular cars of the three big European countries express their nation's identities and the connections with their cultures.,https://m.media-amazon.com/images/M/MV5BMzk5NDRlMzAtOGU2MC00MzcyLTk5M2UtZDg3NzEzMDIzY2ZjXkEyXkFqcGdeQXVyMzQ0NDY1MDU@._V1_SX300.jpg,N/A,28 May 2017,True,N/A,Paul Hollywood's Big Continental Road Trip,series,N/A,2017–,tt7936386,116,7.5/10,,
"Deva Mahenra, Adinia Wirasti, Ringgo Agus Rahman, Ayushita",N/A,Indonesia,Salman Aristo,Drama,"Indonesian, English, German",N/A,"An anniversary celebration ends badly for a couple, Alya and Bima. The impact does not only affect them but also other couple, Chorina and Din. Two couples who are also best friends trapped...",https://m.media-amazon.com/images/M/MV5BMDU4OGVmOGYtMGFkNi00MzczLTg3NWYtZjRhYjE1NTExZDAyXkEyXkFqcGdeQXVyNzkzODk2Mzc@._V1_SX300.jpg,N/A,07 Dec 2017,True,122 min,Satu Hari Nanti,movie,Salman Aristo,2017,tt7752880,46,6.3/10,,
"Karen Strassman, Salli Saffioti, Wendee Lee, TJ Smith",1 nomination.,USA,William Lau,"Animation, Fantasy",English,N/A,"The ghouls are taking a bite out of Boo York! The De Niles are hoping to meet their dynastic destiny and carve out a new empire, while Catty Noir is trying to find her music. Together the ghouls are taking Boo York by storm.",https://m.media-amazon.com/images/M/MV5BMTg5MDU3MTczOF5BMl5BanBnXkFtZTgwNTYxNDA5NjE@._V1_SX300.jpg,Not Rated,29 Sep 2015,True,71 min,"Monster High: Boo York, Boo York",movie,"M.J. Offen (developer), M.J. Offen (story editor), Keith Wagner",2015,tt4779496,542,6.5/10,82%,
"Keira Knightley, Mickey Rourke, Edgar Ramírez, Delroy Lindo",2 wins.,"France, USA, UK",Tony Scott,"Action, Biography, Crime, Drama, Thriller",English,36,A recounting of Domino Harvey's life story. The daughter of actor Laurence Harvey turned away from her career as a Ford model to become a bounty hunter.,https://m.media-amazon.com/images/M/MV5BMTkwOTA5Njc4Ml5BMl5BanBnXkFtZTcwNzg0MzEzMQ@@._V1_SX300.jpg,R,14 Oct 2005,True,127 min,Domino,movie,"Richard Kelly (screenplay), Richard Kelly (story), Steve Barancik (story)",2005,tt0421054,"64,246",5.9/10,,36/100
"Tom Fujita, Hidetoshi Hoshida, Fûka Koshiba",N/A,Japan,Mana Yasuda,Drama,Japanese,N/A,N/A,N/A,TV-PG,N/A,True,89 min,TUNA Girl,movie,N/A,2019,tt11057912,N/A,,,
N/A,3 wins & 3 nominations.,China,Jordan Schiele,"Short, Drama, Music",Chinese,N/A,"Set in the National Ballet of China, this is the story of a great dancer who is constantly overlooked in favor of his rival and ex-friend. The dancer struggles to produce something original...",N/A,N/A,N/A,True,19 min,5cm,movie,"Jordan Schiele (story), Jordan Schiele",2013,tt3233430,N/A,,,
"Yifeng Li, Yunhe Yi, Bingkun Cao, Yijuan Li",6 wins & 11 nominations.,China,Yan Han,"Action, Fantasy, Sci-Fi, Thriller","Hindi, Mandarin, English, Italian, French, Arabic",N/A,A man finds himself deep in debt and is coerced to board a ship that hosts a risky gambling party.,https://m.media-amazon.com/images/M/MV5BMjhjY2E3MzMtZDBmMC00YmJlLWFkMjEtZTZhYjYyNWIyZDVlXkEyXkFqcGdeQXVyODk5NDYzNzM@._V1_SX300.jpg,Not Rated,29 Jun 2018,True,132 min,Animal World,movie,"Nobuyuki Fukumoto (comic ""Tobaku mokushiroku Kaiji""), Yan Han (screenplay)",2018,tt7946836,"3,467",6.5/10,67%,
"Beckam Crawford, Riley Keough, Jeffrey Wright, Michael Tayles",1 win.,USA,Jeremy Saulnier,"Action, Drama, Thriller",English,63,"After the deaths of three children suspected to be killed by wolves, writer Russell Core is hired by the mother of a missing six-year-old boy to track down and locate her son in the Alaskan wilderness.",https://m.media-amazon.com/images/M/MV5BMjMwOTQ1MzM3M15BMl5BanBnXkFtZTgwODQyNDQxNjM@._V1_SX300.jpg,TV-MA,28 Sep 2018,True,125 min,Hold the Dark,movie,"Macon Blair (screenplay by), William Giraldi (based on the book by)",2018,tt5057140,"32,211",5.6/10,71%,63/100
"Shanik Aspe, Roby Checa, Columba Diaz, Pepe Diaz",N/A,USA,N/A,Reality-TV,"Spanish, English",N/A,Get to know the opulent lifestyles and famous families of Mexico City's socialites and the expats vying for a spot in their exclusive social order.,https://m.media-amazon.com/images/M/MV5BY2QyYzc4OGMtYTA1Yi00ODhlLTlkYTAtYjA4OWIxMmFjYjZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,28 Sep 2018,True,49 min,Made in Mexico,series,N/A,2018–,tt8871764,660,3.9/10,,
"Raditya Dika, Annisa Rawles, Chandra Liow, Pandji Pragiwaksono",N/A,Indonesia,Raditya Dika,Comedy,Indonesian,N/A,A single man desperately looking for a girl that brings him into an unforgettable journey.,https://m.media-amazon.com/images/M/MV5BMTg5MjA0MTIyNV5BMl5BanBnXkFtZTgwNDMxOTEyNzE@._V1_SX300.jpg,N/A,17 Dec 2015,True,127 min,Single,movie,"Donny Dhirgantoro, Raditya Dika, Sunil Soraya",2015,tt5169582,622,6.8/10,,
"Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello",N/A,Indonesia,Rocky Soraya,"Drama, Fantasy, Horror, Thriller",Indonesian,N/A,"When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home.",https://m.media-amazon.com/images/M/MV5BYzFmZGJlNDEtZWI4ZC00YWE4LThjN2YtYmNkZmIwYWZkMTdkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,TV-MA,28 Sep 2018,True,107 min,The 3rd Eye,movie,"Riheam Junianti (screenplay), Rocky Soraya (story), Fajar Umbara (screenplay)",2017,tt6506146,"1,013",5.1/10,,
"Herjunot Ali, Pevita Pearce, Reza Rahadian, Randy Nidji",1 win & 4 nominations.,Indonesia,Sunil Soraya,"Drama, Romance","Dutch, Minangkabau, Indonesian",N/A,"A film adapted from a classic novel with the same title, tells a love story between Zainuddin, Hayati, and Aziz. With a background of social differences and life struggles, that leads ...",https://m.media-amazon.com/images/M/MV5BMGMwYTQ0N2EtMGFhMy00NWMwLThkOWYtOWIxYTk1YjVmOGUxXkEyXkFqcGdeQXVyNTgxOTI4NTE@._V1_SX300.jpg,N/A,19 Dec 2013,True,164 min,The Sinking of Van Der Wijck,movie,"Donny Dhirgantoro (screenplay), Buya Hamka (novel), Riheam Junianti (screenplay), Sunil Soraya (screenplay), Imam Tantowi (screenplay)",2013,tt3418604,965,7.6/10,,
"Luis María Ansón, Inés Arrimadas, Elsa Artadi, Antoni Bassas",N/A,Spain,"Álvaro Longoria, Gerardo Olivares","Documentary, History, News",Spanish,N/A,"A documentary that tackles the ideological conflicts surrounding the December 21 election in the country, to the push for sovereignty and subsequent parliamentary declaration of independence and the aftermath.",https://m.media-amazon.com/images/M/MV5BZGJjODM5NWEtMjc0Zi00OTRhLTkzYjYtZDk2NzI1OTkxNGMzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,28 Sep 2018,True,116 min,Two Catalonias,movie,N/A,2018,tt8893608,295,6.5/10,,
